mGL,4*
EM4*,4
E4,4ʷ
ET,D
ET,P
EMD,P
ECP,D
EC4,4*
Grz,.1
S4.3,.2
EM.1,P
ET5,B
KB4,5
EMB,C
EMB,N
GL.2,Ver
GL/P,Contr
Triv,Grz
Triv,N
Triv,C
Triv,M
KTᵈ,.2
KTᵈ,.3
KTᵈ,4
KTᵈ,B
KTᵈ,5
Ver,C
Ver,N
Ver,Tᵈ
Ver,Grz
Ver,Lob
