"S4.3","polynomial"
"K4","finite"
"S4","finite"
"wK4","finite"
"KTᵈ","constant"
"Grz.3","polynomial"
"GL.3","polynomial"
"Ver","constant"
"Triv","constant"
"KB4","polynomial"
"K45","finite"
"KD4","finite"
"K4.2","finite"
"KD4.2","finite"
"S4.2","finite"
"S5","polynomial"
"K4.3","polynomial"
"KD4.3","finite"
